Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost","Shipping Groups","Origin Locations","Dimensional Rules",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Product,312,"Filtro de alto flujo de reemplazo COBB Mazda Speed/Subaru",physical,712101,,product,2,1,2030.00,0.00,0.00,1810.00,57,1;769857,246;243,"<p style=""text-align: justify;"">El elemento filtrante que vino originalmente con su admisi&oacute;n SF se puede limpiar y reutilizar durante la vida &uacute;til de su autom&oacute;vil. Sin embargo, si su elemento filtrante se da&ntilde;a, esta es la pieza de repuesto.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul style=""text-align: justify;"">
<li>Filtro de repuesto de admisi&oacute;n SF</li>
<li>Medios tejidos de algod&oacute;n lavables/reutilizables</li>
<li>Mayor flujo de aire mientras se mantiene la eficiencia del filtrado</li>
<li>Pre-aceitado</li>
<li>Larga vida</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li>Mazda SF</li>
<li style=""text-align: justify;"">Subaru</li>
</ul>
<p>&nbsp;</p>",,,/filtro-de-alto-flujo-de-reemplazo-cobb-mazda-speed-subaru/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/312/images/706/712101__22552.1729227695.386.513.png?c=1,,,TRUE,0,,,,
Product,313,"Boost controller (EBCS) de 3 puertos Subaru WRX/STi",physical,715750,,product,2,1,3460.00,0.00,0.00,3090.00,57,1;769857,243,"<p style=""text-align: justify;"">El solenoide de refuerzo de 3 puertos (BCS) COBB es una excelente actualizaci&oacute;n para los veh&iacute;culos turboalimentados modernos, ya que permite un control de impulso preciso en un paquete ordenado que es f&aacute;cil de instalar y ajustar. Nuestro BCS eliminar&aacute; las fluctuaciones de impulso inherentes al sistema de control de impulso OEM, proporcionando un control de impulso estable y repetible para basar el ajuste del veh&iacute;culo. Es igualmente capaz de proporcionar este control de impulso estable en niveles de impulso de stock, as&iacute; como niveles de impulso extremadamente altos asociados con construcciones de gran potencia.</p>
<p style=""text-align: justify;"">El BCS de 3 puertos COBB Tuning cuenta con accesorios de p&uacute;as de perfil bajo de 1/8'' para mantener la unidad compacta y est&aacute; recubierto de n&iacute;quel para resistir la corrosi&oacute;n. Los accesorios opcionales niquelados de 1/4'' tambi&eacute;n est&aacute;n disponibles por separado. Los carretes y sellos de Viton se utilizan en todo momento para una larga vida &uacute;til y se lubrican con grasa de silicona Dow Corning. El control manual est&aacute; sellado con una junta t&oacute;rica, el mazo de cables est&aacute; sellado a la carcasa mediante un ojal impermeable y los cables del solenoide est&aacute;n soldados por ultrasonidos a la bobina, lo que hace que el dispositivo sea impermeable y seguro de lavar. El BCS est&aacute; clasificado para funcionar hasta 120 psi.</p>
<p style=""text-align: justify;"">COBB Tuning ha hecho que la instalaci&oacute;n del BCS de 3 puertos COBB sea lo m&aacute;s sencilla posible. Se monta en la ubicaci&oacute;n original y se conecta directamente al arn&eacute;s de cableado original, lo que simplifica al m&aacute;ximo la instalaci&oacute;n f&iacute;sica y la conexi&oacute;n el&eacute;ctrica. El BCS viene con un soporte de montaje de aluminio personalizado, herrajes de acero inoxidable, l&iacute;nea de impulso para completar todas las conexiones y bridas para guiar la l&iacute;nea de impulso de manera ordenada a trav&eacute;s del compartimiento del motor. Se proporcionan instrucciones de instalaci&oacute;n, son f&aacute;ciles de entender y proporcionan instrucciones de enrutamiento para configuraciones de v&aacute;lvula de descarga interna y externa.</p>
<p style=""text-align: justify;"">El BCS de 3 puertos COBB Tuning est&aacute; dise&ntilde;ado para ser el dispositivo electr&oacute;nico de control de impulso definitivo para aplicaciones turboalimentadas modernas, dise&ntilde;ado con un control de impulso excepcional, dise&ntilde;ado para un rendimiento constante y una vida &uacute;til prolongada y configurado para una f&aacute;cil instalaci&oacute;n. &iexcl;Controle su impulso y acceda al potencial de su Subaru turboalimentado hoy!</p>
<p style=""text-align: justify;"">Caracter&iacute;siticas:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Solenoide de control de refuerzo de 3 puertos (BCS) de Subaru</li>
<li style=""text-align: justify;"">Control de impulso preciso y consistente</li>
<li style=""text-align: justify;"">Arn&eacute;s de cableado Plug and Play de calibre 18</li>
<li style=""text-align: justify;"">Accesorios de p&uacute;as niquelados de 1/8''</li>
<li style=""text-align: justify;"">Clasificado hasta 120 psi</li>
<li style=""text-align: justify;"">Soporte BCS de aluminio personalizado</li>
</ul>
<ul>
<li>&nbsp;</li>
</ul>",,,/boost-controller-ebcs-de-3-puertos-subaru-wrx-sti/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/313/images/707/715750__53963.1729227695.386.513.png?c=1,,,TRUE,0,,,,
Image,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/313/images/708/715750_2__43601.1729227695.386.513.png?c=1,,,FALSE,2,,,,
Image,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/313/images/709/715750_1__85338.1729227695.386.513.png?c=1,,,FALSE,1,,,,
Product,314,"Soporte de motor de transmisión Subaru",physical,862001,,product,2,1,3250.00,0.00,0.00,2900.00,57,1;769857,243,"<p style=""text-align: justify;"">El soporte COBB Subaru Pitch Stop est&aacute; fabricado con aluminio 6061-T6 mecanizado por CNC y acabado con anodizado negro. El logotipo de COBB est&aacute; grabado con l&aacute;ser en la parte superior e inferior del soporte. Un casquillo de alto rebote de 68 A en el cortafuegos y un casquillo de 85 A en el motor proporcionan un soporte m&aacute;s s&oacute;lido que el original sin ser demasiado duro para la conducci&oacute;n normal. Las ranuras en el casquillo garantizan que la grasa permanezca donde debe estar y evitan crujidos despu&eacute;s de un uso prolongado.</p>
<p style=""text-align: justify;"">El soporte vendr&aacute; con casquillos preengrasados e instalados en el soporte, lo que facilita la instalaci&oacute;n.</p>
<p style=""text-align: justify;"">Aplicaciones:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Subaru</li>
</ul>",,,/soporte-de-motor-de-transmision-subaru/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/314/images/710/862001_2__83842.1729227695.386.513.png?c=1,,,FALSE,2,,,,
Image,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/314/images/711/862001_1__67850.1729227696.386.513.png?c=1,,,FALSE,1,,,,
Image,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/314/images/712/862001__19567.1729227696.386.513.png?c=1,,,TRUE,0,,,,
Product,315,"Junta de cabeza de motor Acura/Honda K20 2.0",physical,C14043-040,,product,2,1,2770.00,0.00,0.00,2480.00,81,1;769857,277;256,"<p style=""text-align: justify;"">Las juntas de culata Cometic MLS est&aacute;n construidas con m&uacute;ltiples capas de acero inoxidable para mayor resistencia y contienen relieves controlados por carga que conforman la distribuci&oacute;n de la carga en el &aacute;rea de sellado. Esto crea un sello excepcional al requerir menos carga de sujeci&oacute;n, lo que resulta en una menor distorsi&oacute;n del orificio. Las capas exteriores de acero inoxidable utilizan un revestimiento de caucho FKM (Viton), un pol&iacute;mero resistente a altas temperaturas y productos qu&iacute;micos. Una capa superior de PTFE ayuda a la resistencia al desgaste y a un mayor sellado en fr&iacute;o. Las juntas de culata MLS est&aacute;n disponibles para la mayor&iacute;a de las culatas de cilindros del mercado de repuestos; al igual que con todas las juntas de culata MLS de Cometic, no se requieren selladores ni reapriete.</p>
<p style=""text-align: justify;"">Aplicaciones:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Acura RSX 2002-2006</li>
<li style=""text-align: justify;"">Honda <span>Civic 2002-2005 y </span><span>CR-V 2003-2006</span></li>
</ul>",,,/junta-de-cabeza-de-motor-mls-acura-honda-k20-2-0/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/315/images/713/C14043-040__48419.1729227696.386.513.png?c=1,,,TRUE,0,,,,
Product,316,"Junta de cabeza de motor Ford Mustang V8 5.0 3ra Gen. 2018+",physical,C15435-030,,product,2,1,3640.00,0.00,0.00,3250.00,81,1;769857,214,"<p style=""text-align: justify;"">&iexcl;La fuga se detiene aqu&iacute;! Las juntas de culata Cometic MLX cuentan con una capa de ""tap&oacute;n"" integrada &uacute;nica para un sellado &oacute;ptimo de la c&aacute;mara de combusti&oacute;n y una carga de sujeci&oacute;n mejorada alrededor del cilindro sin aumentar la distorsi&oacute;n del di&aacute;metro interior. Las juntas de culata MLX, al igual que sus contrapartes MLS, son de acero inoxidable multicapa para mayor resistencia y no requieren selladores ni reapriete. Hay decenas de modelos disponibles; estas juntas de culata est&aacute;n dise&ntilde;adas para maximizar la potencia y el rendimiento de su motor.</p>
<p style=""text-align: justify;"">Aplicaciones:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Ford <span>Mustang 4L 2.3T 2018-2023</span></li>
</ul>",,,/junta-de-cabeza-de-motor-mlx-ford-2-3t/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/316/images/714/C15435-030__19528.1729227696.386.513.png?c=1,,,TRUE,0,,,,
Product,317,"Junta de cabeza de motor Ford 2.3T",physical,C15436-030,,product,2,1,3640.00,0.00,0.00,3250.00,81,1;769857,214,"<p style=""text-align: justify;"">&iexcl;La fuga se detiene aqu&iacute;! Las juntas de culata Cometic MLX cuentan con una capa de ""tap&oacute;n"" integrada &uacute;nica para un sellado &oacute;ptimo de la c&aacute;mara de combusti&oacute;n y una carga de sujeci&oacute;n mejorada alrededor del cilindro sin aumentar la distorsi&oacute;n del di&aacute;metro interior. Las juntas de culata MLX, al igual que sus contrapartes MLS, son de acero inoxidable multicapa para mayor resistencia y no requieren selladores ni reapriete. Hay decenas de modelos disponibles; las juntas de culata MLX dise&ntilde;adas est&aacute;n dise&ntilde;adas para maximizar la potencia y el rendimiento de su motor.</p>
<p style=""text-align: justify;"">Aplicaciones:&nbsp;</p>
<ul>
<li style=""text-align: justify;""><span>Mustang 4L 2.3T 2018-2023</span></li>
</ul>",,,/junta-de-cabeza-de-motor-ford-2-3t/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/317/images/715/C15436-030__66229.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,318,"Junta de cabeza de motor Subaru WRX STi 2.5T",physical,C4264-045,,product,2,1,1510.00,0.00,0.00,1350.00,81,1;769857,243,"<p style=""text-align: justify;"">Las juntas de culata Cometic MLS est&aacute;n construidas con m&uacute;ltiples capas de acero inoxidable para mayor resistencia y contienen relieves controlados por carga que conforman la distribuci&oacute;n de la carga en el &aacute;rea de sellado. Esto crea un sello excepcional al requerir menos carga de sujeci&oacute;n, lo que resulta en una menor distorsi&oacute;n del orificio. Las capas exteriores de acero inoxidable utilizan un revestimiento de caucho FKM, un pol&iacute;mero resistente a altas temperaturas y productos qu&iacute;micos. Una capa superior de PTFE ayuda a la resistencia al desgaste y a un mayor sellado en fr&iacute;o. Las juntas de culata MLS est&aacute;n disponibles para la mayor&iacute;a de las culatas de cilindros del mercado de repuestos; al igual que con todas las juntas de culata MLS de Cometic, no se requieren selladores ni reapriete.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;""><span>Subaru EJ25 2.5T</span></li>
</ul>",,,/junta-de-cabeza-de-motor-subaru-wrx-sti-2-5t/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/318/images/978/C4264-045__47594.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,319,"Junta de cabeza de motor Scion/Subaru/Toyota 2.0L",physical,C4589-032,,product,2,1,2200.00,0.00,0.00,1970.00,81,1;769857,243;264,"<p style=""text-align: justify;"">&iexcl;La fuga se detiene aqu&iacute;! Las juntas de culata Cometic MLX cuentan con una capa de ""tap&oacute;n"" integrada &uacute;nica para un sellado &oacute;ptimo de la c&aacute;mara de combusti&oacute;n y una carga de sujeci&oacute;n mejorada alrededor del cilindro sin aumentar la distorsi&oacute;n del di&aacute;metro interior. Las juntas de culata MLX, al igual que sus contrapartes MLS, son de acero inoxidable multicapa para mayor resistencia y no requieren selladores ni reapriete. Ordene las juntas de culata MLX dise&ntilde;adas para maximizar la potencia y el rendimiento de su motor.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:&nbsp;</p>
<ul style=""text-align: justify;"">
<li>Tecnolog&iacute;a de acero multicapa (consta de 3 capas de acero inoxidable)</li>
<li>El acero inoxidable aumenta la resistencia y tiene la capacidad de rebotar y es resistente a la corrosi&oacute;n</li>
<li>Las capas exteriores de la junta est&aacute;n grabadas y recubiertas en ambos lados con materiales a base de caucho fluoroelast&oacute;mero</li>
<li>Dise&ntilde;ado para satisfacer las demandas de una variedad de entornos de sellado, condiciones de carga y acabados superficiales hostiles</li>
<li>El revestimiento de Viton es resistente al calor hasta 250 &deg;C o 482 &deg;F</li>
<li>Las juntas se aplican en seco sin necesidad de recubrimiento adicional</li>
<li>La capa central o de cu&ntilde;a de la junta se compone de una capa de acero inoxidable sin recubrimiento que se puede variar para adaptarse a m&uacute;ltiples requisitos de espesor</li>
<li>Ideal tanto para cabezas de aluminio como para bloques de hierro fundido y para cabezas de aluminio para bloques de aluminio</li>
<li>No es necesario volver a apretar</li>
<li>Di&aacute;metro de 89,5 mm</li>
<li>Espesor de 0,81 mm</li>
<li>Se adapta al lado del conductor</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Scion FR-S 2013-2016</li>
<li style=""text-align: justify;"">Subaru BRZ 2013-2020</li>
<li style=""text-align: justify;"">Toyota 86 2017-2020</li>
</ul>",,,/junta-de-cabeza-de-motor-mlx-scion-subaru-toyota-2-0l/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/319/images/717/C4589-032__43603.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,320,"Recuperador de aceite Audi/Seat/Volkswagen MQB 2.0T",physical,CTS-CC-MK7GRS3,,product,2,1,13630.00,0.00,0.00,12110.00,82,1;769857,273;279;280,"<p style=""text-align: justify;"">CTS Turbo se enorgullece de ofrecer la mejor soluci&oacute;n de lata de captura para el MK7 Golf R y 8V S3. La lata de recogida de aceite se utiliza para evitar que los vapores de aceite entren en el colector de admisi&oacute;n y obstruyan las v&aacute;lvulas de admisi&oacute;n en los motores de inyecci&oacute;n directa. Los dep&oacute;sitos de aceite en el colector de admisi&oacute;n y las v&aacute;lvulas reducen el rendimiento y provocan un bajo consumo de combustible. Mantenga su motor limpio, funcionando sin problemas y disfrute de la tranquilidad de saber que el sistema PCV de su autom&oacute;vil ahora no tiene problemas.</p>
<p style=""text-align: justify;"">Esta lata de captura es uno de los sistemas m&aacute;s eficientes disponibles; se prob&oacute; exhaustivamente en el taller VW Golf R de 600 hp.</p>
<p style=""text-align: justify;"">Caracter&iacute;siticas:</p>
<ul>
<li style=""text-align: justify;"">Respiradero de tapa de v&aacute;lvula de aluminio CTS Turbo Billet: mecanizado por CNC a partir de un solo bloque de aluminio de grado aeron&aacute;utico T6061</li>
<li style=""text-align: justify;"">Cuello de reubicaci&oacute;n del dep&oacute;sito de l&iacute;quido lavaparabrisas CTS</li>
<li style=""text-align: justify;"">Recipiente de captura de aluminio CTS Turbo Billet con varilla medidora de nivel de aceite Billet</li>
<li style=""text-align: justify;"">10 mangueras trenzadas AN serie Black</li>
<li style=""text-align: justify;"">Soporte de montaje del recipiente recogedor de aceite</li>
<li style=""text-align: justify;"">Herrajes de acero inoxidable</li>
<li style=""text-align: justify;"">Abrazadera para manguera</li>
<li style=""text-align: justify;"">Se incluyen todos los accesorios de instalaci&oacute;n; se debe utilizar una junta de PCV de f&aacute;brica</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li>Audi 8V S3 2015-2020</li>
<li>Cupra 2016-2021</li>
<li>Volkswagen MK7 Golf R 2015-2020</li>
</ul>",,,/recuperador-de-aceite-audi-seat-volkswagen-mqb-2-0t/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/320/images/718/CTS-CC-MK7GRS3__39535.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,321,"Filtro de alto flujo Mini Cooper/S/JCW B38/B46/B48",physical,CTS-IT-166,,product,2,1,6990.00,0.00,0.00,6240.00,82,1;769857,244,"<p style=""text-align: justify;"">CTS Turbo se enorgullece de anunciar nuestro nuevo sistema de admisi&oacute;n de aire para los modelos Mini F56 Cooper/S/JCW B38/B46/B48.</p>
<p style=""text-align: justify;"">La caja de aire OEM funciona junto con nuestro protector t&eacute;rmico para un ajuste y rendimiento perfectos. Nuestro filtro de aire c&oacute;nico de alto flujo de 5'' con entrada de 3'' maximizar&aacute; el flujo de aire para una mejor respuesta del acelerador y potencia. Notar&aacute; una gran mejora en el par motor en el extremo inferior y en la potencia en el rango medio. Se pueden ver ganancias de 9 a 15 caballos de fuerza y mayores ganancias con el ajuste de la Etapa 1 o la Etapa 2. Colocamos el escudo t&eacute;rmico para proporcionar algunos sonidos turbo agradables en el modo Sport para lograr el m&aacute;ximo efecto.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:&nbsp;</p>
<ul style=""text-align: justify;"">
<li>Filtro de aire reutilizable de alto flujo</li>
<li>Carcasas MAF dobladas con mandril</li>
<li>Ganancia de 9-15 caballos de fuerza</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul style=""text-align: justify;"">
<li>Mini Cooper F56 B38 2014-2020</li>
<li>Mini Cooper F56 S B46/B48 2014-2020</li>
<li>Mini Cooper F56 JCW B48 2014-2020</li>
</ul>",,,/filtro-de-alto-flujo-mini-cooper-s-jcw-b38-b46-b48/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/321/images/719/CTS-IT-166__71475.1729227693.386.513.png?c=1,,,TRUE,0,,,,
